x,bias,model,N,d,width,F_model
7.7290,-2.0000,Persistent,1024,11,4,-1.9999
8.7290,-2.0000,Persistent,1024,11,4,-2.0000
9.7290,-2.0000,Persistent,1024,11,4,-2.0000
10.7290,-2.0000,Persistent,1024,11,4,-2.0000
11.7290,-2.0000,Persistent,1024,11,4,-2.0000
12.7290,-2.0000,Persistent,1024,11,4,-2.0000
0.2290,-0.8909,Persistent,1024,11,5,-1.1217
1.2290,-1.3789,Persistent,1024,11,5,-1.5536
2.2290,-1.6908,Persistent,1024,11,5,-1.8452
3.2290,-1.8796,Persistent,1024,11,5,-1.9579
4.2290,-1.9724,Persistent,1024,11,5,-1.9892
5.2290,-1.9980,Persistent,1024,11,5,-1.9973
6.2290,-2.0000,Persistent,1024,11,5,-1.9993
7.2290,-2.0000,Persistent,1024,11,5,-1.9998
8.2290,-2.0000,Persistent,1024,11,5,-2.0000
9.2290,-2.0000,Persistent,1024,11,5,-2.0000
10.2290,-2.0000,Persistent,1024,11,5,-2.0000
11.2290,-2.0000,Persistent,1024,11,5,-2.0000
12.2290,-2.0000,Persistent,1024,11,5,-2.0000
0.7290,-1.0995,Persistent,1024,11,6,-1.3024
1.7290,-1.5073,Persistent,1024,11,6,-1.6531
2.7290,-1.7600,Persistent,1024,11,6,-1.8807
3.7290,-1.9082,Persistent,1024,11,6,-1.9676
4.7290,-1.9792,Persistent,1024,11,6,-1.9917
5.7290,-1.9985,Persistent,1024,11,6,-1.9979
6.7290,-2.0000,Persistent,1024,11,6,-1.9995
7.7290,-2.0000,Persistent,1024,11,6,-1.9999
8.7290,-2.0000,Persistent,1024,11,6,-2.0000
9.7290,-2.0000,Persistent,1024,11,6,-2.0000
10.7290,-2.0000,Persistent,1024,11,6,-2.0000
11.7290,-2.0000,Persistent,1024,11,6,-2.0000
-0.2082,-0.6905,Persistent,1024,12,4,-0.9097
0.7918,-1.2594,Persistent,1024,12,4,-1.4386
1.7918,-1.6282,Persistent,1024,12,4,-1.8075
2.7918,-1.8620,Persistent,1024,12,4,-1.9478
3.7918,-1.9708,Persistent,1024,12,4,-1.9867
4.7918,-1.9981,Persistent,1024,12,4,-1.9967
5.7918,-2.0000,Persistent,1024,12,4,-1.9992
6.7918,-2.0000,Persistent,1024,12,4,-1.9998
7.7918,-2.0000,Persistent,1024,12,4,-1.9999
8.7918,-2.0000,Persistent,1024,12,4,-2.0000
9.7918,-2.0000,Persistent,1024,12,4,-2.0000
10.7918,-2.0000,Persistent,1024,12,4,-2.0000
11.7918,-2.0000,Persistent,1024,12,4,-2.0000
12.7918,-2.0000,Persistent,1024,12,4,-2.0000
0.2918,-0.9440,Persistent,1024,12,5,-1.1508
1.2918,-1.4245,Persistent,1024,12,5,-1.5772
2.2918,-1.7212,Persistent,1024,12,5,-1.8567
3.2918,-1.8991,Persistent,1024,12,5,-1.9613
4.2918,-1.9790,Persistent,1024,12,5,-1.9901
5.2918,-1.9987,Persistent,1024,12,5,-1.9975
6.2918,-2.0000,Persistent,1024,12,5,-1.9994
7.2918,-2.0000,Persistent,1024,12,5,-1.9998
8.2918,-2.0000,Persistent,1024,12,5,-2.0000
9.2918,-2.0000,Persistent,1024,12,5,-2.0000
10.2918,-2.0000,Persistent,1024,12,5,-2.0000
11.2918,-2.0000,Persistent,1024,12,5,-2.0000
12.2918,-2.0000,Persistent,1024,12,5,-2.0000
0.7918,-1.1467,Persistent,1024,12,6,-1.3267
1.7918,-1.5451,Persistent,1024,12,6,-1.6717
2.7918,-1.7842,Persistent,1024,12,6,-1.8896
3.7918,-1.9232,Persistent,1024,12,6,-1.9702
4.7918,-1.9842,Persistent,1024,12,6,-1.9924
5.7918,-1.9990,Persistent,1024,12,6,-1.9981
6.7918,-2.0000,Persistent,1024,12,6,-1.9995
7.7918,-2.0000,Persistent,1024,12,6,-1.9999
8.7918,-2.0000,Persistent,1024,12,6,-2.0000
9.7918,-2.0000,Persistent,1024,12,6,-2.0000
10.7918,-2.0000,Persistent,1024,12,6,-2.0000
11.7918,-2.0000,Persistent,1024,12,6,-2.0000
-0.1505,-0.7022,Persistent,1024,13,4,-0.9413
0.8495,-1.2927,Persistent,1024,13,4,-1.4662
1.8495,-1.6600,Persistent,1024,13,4,-1.8208
2.8495,-1.8794,Persistent,1024,13,4,-1.9517
3.8495,-1.9769,Persistent,1024,13,4,-1.9877
4.8495,-1.9989,Persistent,1024,13,4,-1.9969
5.8495,-2.0000,Persistent,1024,13,4,-1.9992
6.8495,-2.0000,Persistent,1024,13,4,-1.9998
7.8495,-2.0000,Persistent,1024,13,4,-2.0000
8.8495,-2.0000,Persistent,1024,13,4,-2.0000
9.8495,-2.0000,Persistent,1024,13,4,-2.0000
10.8495,-2.0000,Persistent,1024,13,4,-2.0000
11.8495,-2.0000,Persistent,1024,13,4,-2.0000
12.8495,-2.0000,Persistent,1024,13,4,-2.0000
0.3495,-0.9619,Persistent,1024,13,5,-1.1775
1.3495,-1.4536,Persistent,1024,13,5,-1.5985
2.3495,-1.7459,Persistent,1024,13,5,-1.8667
3.3495,-1.9121,Persistent,1024,13,5,-1.9642
4.3495,-1.9834,Persistent,1024,13,5,-1.9909
5.3495,-1.9992,Persistent,1024,13,5,-1.9977
6.3495,-2.0000,Persistent,1024,13,5,-1.9994
7.3495,-2.0000,Persistent,1024,13,5,-1.9999
8.3495,-2.0000,Persistent,1024,13,5,-2.0000
9.3495,-2.0000,Persistent,1024,13,5,-2.0000
10.3495,-2.0000,Persistent,1024,13,5,-2.0000
11.3495,-2.0000,Persistent,1024,13,5,-2.0000
12.3495,-2.0000,Persistent,1024,13,5,-2.0000
0.8495,-1.1653,Persistent,1024,13,6,-1.3489
1.8495,-1.5696,Persistent,1024,13,6,-1.6885
2.8495,-1.8038,Persistent,1024,13,6,-1.8973
3.8495,-1.9332,Persistent,1024,13,6,-1.9724
4.8495,-1.9875,Persistent,1024,13,6,-1.9930
5.8495,-1.9994,Persistent,1024,13,6,-1.9982
6.8495,-2.0000,Persistent,1024,13,6,-1.9996
7.8495,-2.0000,Persistent,1024,13,6,-1.9999
8.8495,-2.0000,Persistent,1024,13,6,-2.0000
9.8495,-2.0000,Persistent,1024,13,6,-2.0000
10.8495,-2.0000,Persistent,1024,13,6,-2.0000
11.8495,-2.0000,Persistent,1024,13,6,-2.0000
-0.0970,-0.7283,Persistent,1024,14,4,-0.9707
0.9030,-1.3335,Persistent,1024,14,4,-1.4912
1.9030,-1.6854,Persistent,1024,14,4,-1.8324
2.9030,-1.8939,Persistent,1024,14,4,-1.9551
3.9030,-1.9811,Persistent,1024,14,4,-1.9886
4.9030,-1.9993,Persistent,1024,14,4,-1.9971
5.9030,-2.0000,Persistent,1024,14,4,-1.9993
6.9030,-2.0000,Persistent,1024,14,4,-1.9998
7.9030,-2.0000,Persistent,1024,14,4,-2.0000
8.9030,-2.0000,Persistent,1024,14,4,-2.0000
9.9030,-2.0000,Persistent,1024,14,4,-2.0000
10.9030,-2.0000,Persistent,1024,14,4,-2.0000
11.9030,-2.0000,Persistent,1024,14,4,-2.0000
12.9030,-2.0000,Persistent,1024,14,4,-2.0000
0.4030,-0.9892,Persistent,1024,14,5,-1.2022
1.4030,-1.4869,Persistent,1024,14,5,-1.6177
2.4030,-1.7655,Persistent,1024,14,5,-1.8753
3.4030,-1.9228,Persistent,1024,14,5,-1.9667
4.4030,-1.9864,Persistent,1024,14,5,-1.9915
5.4030,-1.9995,Persistent,1024,14,5,-1.9979
6.4030,-2.0000,Persistent,1024,14,5,-1.9995
7.4030,-2.0000,Persistent,1024,14,5,-1.9999
8.4030,-2.0000,Persistent,1024,14,5,-2.0000
9.4030,-2.0000,Persistent,1024,14,5,-2.0000
10.4030,-2.0000,Persistent,1024,14,5,-2.0000
11.4030,-2.0000,Persistent,1024,14,5,-2.0000
12.4030,-2.0000,Persistent,1024,14,5,-2.0000
0.9030,-1.1903,Persistent,1024,14,6,-1.3693
1.9030,-1.5967,Persistent,1024,14,6,-1.7036
2.9030,-1.8193,Persistent,1024,14,6,-1.9040
3.9030,-1.9414,Persistent,1024,14,6,-1.9744
4.9030,-1.9898,Persistent,1024,14,6,-1.9935
5.9030,-1.9996,Persistent,1024,14,6,-1.9984
6.9030,-2.0000,Persistent,1024,14,6,-1.9996
7.9030,-2.0000,Persistent,1024,14,6,-1.9999
8.9030,-2.0000,Persistent,1024,14,6,-2.0000
9.9030,-2.0000,Persistent,1024,14,6,-2.0000
10.9030,-2.0000,Persistent,1024,14,6,-2.0000
11.9030,-2.0000,Persistent,1024,14,6,-2.0000
-0.0473,-0.7727,Persistent,1024,15,4,-0.9980
0.9527,-1.3611,Persistent,1024,15,4,-1.5141
1.9527,-1.7039,Persistent,1024,15,4,-1.8426
2.9527,-1.9011,Persistent,1024,15,4,-1.9580
3.9527,-1.9827,Persistent,1024,15,4,-1.9893
4.9527,-1.9993,Persistent,1024,15,4,-1.9973
5.9527,-2.0000,Persistent,1024,15,4,-1.9993
6.9527,-2.0000,Persistent,1024,15,4,-1.9998
7.9527,-2.0000,Persistent,1024,15,4,-2.0000
8.9527,-2.0000,Persistent,1024,15,4,-2.0000
9.9527,-2.0000,Persistent,1024,15,4,-2.0000
10.9527,-2.0000,Persistent,1024,15,4,-2.0000
11.9527,-2.0000,Persistent,1024,15,4,-2.0000
12.9527,-2.0000,Persistent,1024,15,4,-2.0000
0.4527,-1.0264,Persistent,1024,15,5,-1.2249
1.4527,-1.5090,Persistent,1024,15,5,-1.6352
2.4527,-1.7794,Persistent,1024,15,5,-1.8829
3.4527,-1.9280,Persistent,1024,15,5,-1.9689
4.4527,-1.9876,Persistent,1024,15,5,-1.9921
5.4527,-1.9995,Persistent,1024,15,5,-1.9980
6.4527,-2.0000,Persistent,1024,15,5,-1.9995
7.4527,-2.0000,Persistent,1024,15,5,-1.9999
8.4527,-2.0000,Persistent,1024,15,5,-2.0000
9.4527,-2.0000,Persistent,1024,15,5,-2.0000
10.4527,-2.0000,Persistent,1024,15,5,-2.0000
11.4527,-2.0000,Persistent,1024,15,5,-2.0000
12.4527,-2.0000,Persistent,1024,15,5,-2.0000
0.9527,-1.2210,Persistent,1024,15,6,-1.3881
1.9527,-1.6144,Persistent,1024,15,6,-1.7173
2.9527,-1.8301,Persistent,1024,15,6,-1.9098
3.9527,-1.9454,Persistent,1024,15,6,-1.9760
4.9527,-1.9906,Persistent,1024,15,6,-1.9939
5.9527,-1.9996,Persistent,1024,15,6,-1.9985
6.9527,-2.0000,Persistent,1024,15,6,-1.9996
7.9527,-2.0000,Persistent,1024,15,6,-1.9999
8.9527,-2.0000,Persistent,1024,15,6,-2.0000
9.9527,-2.0000,Persistent,1024,15,6,-2.0000
10.9527,-2.0000,Persistent,1024,15,6,-2.0000
11.9527,-2.0000,Persistent,1024,15,6,-2.0000
-0.0007,-0.8072,Persistent,1024,16,4,-1.0236
0.9993,-1.3867,Persistent,1024,16,4,-1.5350
1.9993,-1.7194,Persistent,1024,16,4,-1.8516
2.9993,-1.9082,Persistent,1024,16,4,-1.9606
3.9993,-1.9854,Persistent,1024,16,4,-1.9900
4.9993,-1.9995,Persistent,1024,16,4,-1.9975
5.9993,-2.0000,Persistent,1024,16,4,-1.9994
6.9993,-2.0000,Persistent,1024,16,4,-1.9998
7.9993,-2.0000,Persistent,1024,16,4,-2.0000
8.9993,-2.0000,Persistent,1024,16,4,-2.0000
9.9993,-2.0000,Persistent,1024,16,4,-2.0000
10.9993,-2.0000,Persistent,1024,16,4,-2.0000
11.9993,-2.0000,Persistent,1024,16,4,-2.0000
12.9993,-2.0000,Persistent,1024,16,4,-2.0000
0.4993,-1.0562,Persistent,1024,16,5,-1.2461
1.4993,-1.5296,Persistent,1024,16,5,-1.6512
2.4993,-1.7913,Persistent,1024,16,5,-1.8897
3.4993,-1.9333,Persistent,1024,16,5,-1.9708
4.4993,-1.9895,Persistent,1024,16,5,-1.9926
5.4993,-1.9996,Persistent,1024,16,5,-1.9981
6.4993,-2.0000,Persistent,1024,16,5,-1.9995
7.4993,-2.0000,Persistent,1024,16,5,-1.9999
8.4993,-2.0000,Persistent,1024,16,5,-2.0000
9.4993,-2.0000,Persistent,1024,16,5,-2.0000
10.4993,-2.0000,Persistent,1024,16,5,-2.0000
11.4993,-2.0000,Persistent,1024,16,5,-2.0000
12.4993,-2.0000,Persistent,1024,16,5,-2.0000
0.9993,-1.2460,Persistent,1024,16,6,-1.4055
1.9993,-1.6310,Persistent,1024,16,6,-1.7298
2.9993,-1.8394,Persistent,1024,16,6,-1.9150
3.9993,-1.9494,Persistent,1024,16,6,-1.9775
4.9993,-1.9921,Persistent,1024,16,6,-1.9943
5.9993,-1.9997,Persistent,1024,16,6,-1.9986
6.9993,-2.0000,Persistent,1024,16,6,-1.9996
7.9993,-2.0000,Persistent,1024,16,6,-1.9999
8.9993,-2.0000,Persistent,1024,16,6,-2.0000
9.9993,-2.0000,Persistent,1024,16,6,-2.0000
10.9993,-2.0000,Persistent,1024,16,6,-2.0000
11.9993,-2.0000,Persistent,1024,16,6,-2.0000
0.0430,-0.8219,Persistent,1024,17,4,-1.0476
1.0430,-1.4245,Persistent,1024,17,4,-1.5542
2.0430,-1.7507,Persistent,1024,17,4,-1.8597
3.0430,-1.9244,Persistent,1024,17,4,-1.9629
4.0430,-1.9892,Persistent,1024,17,4,-1.9906
5.0430,-1.9997,Persistent,1024,17,4,-1.9976
6.0430,-2.0000,Persistent,1024,17,4,-1.9994
7.0430,-2.0000,Persistent,1024,17,4,-1.9999
8.0430,-2.0000,Persistent,1024,17,4,-2.0000
9.0430,-2.0000,Persistent,1024,17,4,-2.0000
10.0430,-2.0000,Persistent,1024,17,4,-2.0000
11.0430,-2.0000,Persistent,1024,17,4,-2.0000
12.0430,-2.0000,Persistent,1024,17,4,-2.0000
13.0430,-2.0000,Persistent,1024,17,4,-2.0000
0.5430,-1.0761,Persistent,1024,17,5,-1.2659
1.5430,-1.5612,Persistent,1024,17,5,-1.6659
2.5430,-1.8153,Persistent,1024,17,5,-1.8957
3.5430,-1.9452,Persistent,1024,17,5,-1.9725
4.5430,-1.9923,Persistent,1024,17,5,-1.9930
5.5430,-1.9998,Persistent,1024,17,5,-1.9982
6.5430,-2.0000,Persistent,1024,17,5,-1.9996
7.5430,-2.0000,Persistent,1024,17,5,-1.9999
8.5430,-2.0000,Persistent,1024,17,5,-2.0000
9.5430,-2.0000,Persistent,1024,17,5,-2.0000
10.5430,-2.0000,Persistent,1024,17,5,-2.0000
11.5430,-2.0000,Persistent,1024,17,5,-2.0000
12.5430,-2.0000,Persistent,1024,17,5,-2.0000
1.0430,-1.2658,Persistent,1024,17,6,-1.4217
2.0430,-1.6570,Persistent,1024,17,6,-1.7413
3.0430,-1.8582,Persistent,1024,17,6,-1.9197
4.0430,-1.9585,Persistent,1024,17,6,-1.9788
5.0430,-1.9942,Persistent,1024,17,6,-1.9946
6.0430,-1.9999,Persistent,1024,17,6,-1.9987
7.0430,-2.0000,Persistent,1024,17,6,-1.9997
8.0430,-2.0000,Persistent,1024,17,6,-1.9999
9.0430,-2.0000,Persistent,1024,17,6,-2.0000
10.0430,-2.0000,Persistent,1024,17,6,-2.0000
11.0430,-2.0000,Persistent,1024,17,6,-2.0000
12.0430,-2.0000,Persistent,1024,17,6,-2.0000
0.0843,-0.8517,Persistent,1024,18,4,-1.0701
1.0843,-1.4426,Persistent,1024,18,4,-1.5720
2.0843,-1.7606,Persistent,1024,18,4,-1.8669
3.0843,-1.9276,Persistent,1024,18,4,-1.9649
4.0843,-1.9903,Persistent,1024,18,4,-1.9911
5.0843,-1.9998,Persistent,1024,18,4,-1.9978
6.0843,-2.0000,Persistent,1024,18,4,-1.9994
7.0843,-2.0000,Persistent,1024,18,4,-1.9999
8.0843,-2.0000,Persistent,1024,18,4,-2.0000
9.0843,-2.0000,Persistent,1024,18,4,-2.0000
10.0843,-2.0000,Persistent,1024,18,4,-2.0000
11.0843,-2.0000,Persistent,1024,18,4,-2.0000
12.0843,-2.0000,Persistent,1024,18,4,-2.0000
13.0843,-2.0000,Persistent,1024,18,4,-2.0000
0.5843,-1.1006,Persistent,1024,18,5,-1.2845
1.5843,-1.5754,Persistent,1024,18,5,-1.6794
2.5843,-1.8227,Persistent,1024,18,5,-1.9011
3.5843,-1.9476,Persistent,1024,18,5,-1.9740
4.5843,-1.9931,Persistent,1024,18,5,-1.9934
5.5843,-1.9998,Persistent,1024,18,5,-1.9983
6.5843,-2.0000,Persistent,1024,18,5,-1.9996
7.5843,-2.0000,Persistent,1024,18,5,-1.9999
8.5843,-2.0000,Persistent,1024,18,5,-2.0000
9.5843,-2.0000,Persistent,1024,18,5,-2.0000
10.5843,-2.0000,Persistent,1024,18,5,-2.0000
11.5843,-2.0000,Persistent,1024,18,5,-2.0000
12.5843,-2.0000,Persistent,1024,18,5,-2.0000
1.0843,-1.2857,Persistent,1024,18,6,-1.4369
2.0843,-1.6683,Persistent,1024,18,6,-1.7519
3.0843,-1.8639,Persistent,1024,18,6,-1.9238
4.0843,-1.9603,Persistent,1024,18,6,-1.9800
5.0843,-1.9948,Persistent,1024,18,6,-1.9949
6.0843,-1.9999,Persistent,1024,18,6,-1.9987
7.0843,-2.0000,Persistent,1024,18,6,-1.9997
8.0843,-2.0000,Persistent,1024,18,6,-1.9999
9.0843,-2.0000,Persistent,1024,18,6,-2.0000
10.0843,-2.0000,Persistent,1024,18,6,-2.0000
11.0843,-2.0000,Persistent,1024,18,6,-2.0000
12.0843,-2.0000,Persistent,1024,18,6,-2.0000
0.1233,-0.8766,Persistent,1024,19,4,-1.0914
1.1233,-1.4585,Persistent,1024,19,4,-1.5884
2.1233,-1.7731,Persistent,1024,19,4,-1.8735
3.1233,-1.9345,Persistent,1024,19,4,-1.9667
4.1233,-1.9918,Persistent,1024,19,4,-1.9916
5.1233,-1.9999,Persistent,1024,19,4,-1.9979
6.1233,-2.0000,Persistent,1024,19,4,-1.9995
7.1233,-2.0000,Persistent,1024,19,4,-1.9999
8.1233,-2.0000,Persistent,1024,19,4,-2.0000
9.1233,-2.0000,Persistent,1024,19,4,-2.0000
10.1233,-2.0000,Persistent,1024,19,4,-2.0000
11.1233,-2.0000,Persistent,1024,19,4,-2.0000
12.1233,-2.0000,Persistent,1024,19,4,-2.0000
13.1233,-2.0000,Persistent,1024,19,4,-2.0000
0.6233,-1.1222,Persistent,1024,19,5,-1.3019
1.6233,-1.5887,Persistent,1024,19,5,-1.6919
2.6233,-1.8324,Persistent,1024,19,5,-1.9059
3.6233,-1.9526,Persistent,1024,19,5,-1.9753
4.6233,-1.9941,Persistent,1024,19,5,-1.9938
5.6233,-1.9999,Persistent,1024,19,5,-1.9984
6.6233,-2.0000,Persistent,1024,19,5,-1.9996
7.6233,-2.0000,Persistent,1024,19,5,-1.9999
8.6233,-2.0000,Persistent,1024,19,5,-2.0000
9.6233,-2.0000,Persistent,1024,19,5,-2.0000
10.6233,-2.0000,Persistent,1024,19,5,-2.0000
11.6233,-2.0000,Persistent,1024,19,5,-2.0000
12.6233,-2.0000,Persistent,1024,19,5,-2.0000
1.1233,-1.3039,Persistent,1024,19,6,-1.4511
2.1233,-1.6792,Persistent,1024,19,6,-1.7616
3.1233,-1.8715,Persistent,1024,19,6,-1.9276
4.1233,-1.9642,Persistent,1024,19,6,-1.9810
5.1233,-1.9956,Persistent,1024,19,6,-1.9952
6.1233,-1.9999,Persistent,1024,19,6,-1.9988
7.1233,-2.0000,Persistent,1024,19,6,-1.9997
8.1233,-2.0000,Persistent,1024,19,6,-1.9999
9.1233,-2.0000,Persistent,1024,19,6,-2.0000
10.1233,-2.0000,Persistent,1024,19,6,-2.0000
11.1233,-2.0000,Persistent,1024,19,6,-2.0000
12.1233,-2.0000,Persistent,1024,19,6,-2.0000
0.1603,-0.9116,Persistent,1024,20,4,-1.1116
1.1603,-1.4890,Persistent,1024,20,4,-1.6037
2.1603,-1.7891,Persistent,1024,20,4,-1.8794
3.1603,-1.9406,Persistent,1024,20,4,-1.9684
4.1603,-1.9925,Persistent,1024,20,4,-1.9920
5.1603,-1.9999,Persistent,1024,20,4,-1.9980
6.1603,-2.0000,Persistent,1024,20,4,-1.9995
7.1603,-2.0000,Persistent,1024,20,4,-1.9999
8.1603,-2.0000,Persistent,1024,20,4,-2.0000
9.1603,-2.0000,Persistent,1024,20,4,-2.0000
10.1603,-2.0000,Persistent,1024,20,4,-2.0000
11.1603,-2.0000,Persistent,1024,20,4,-2.0000
12.1603,-2.0000,Persistent,1024,20,4,-2.0000
13.1603,-2.0000,Persistent,1024,20,4,-2.0000
0.6603,-1.1522,Persistent,1024,20,5,-1.3183
1.6603,-1.6123,Persistent,1024,20,5,-1.7034
2.6603,-1.8443,Persistent,1024,20,5,-1.9104
3.6603,-1.9570,Persistent,1024,20,5,-1.9765
4.6603,-1.9946,Persistent,1024,20,5,-1.9941
5.6603,-1.9999,Persistent,1024,20,5,-1.9985
6.6603,-2.0000,Persistent,1024,20,5,-1.9996
7.6603,-2.0000,Persistent,1024,20,5,-1.9999
8.6603,-2.0000,Persistent,1024,20,5,-2.0000
9.6603,-2.0000,Persistent,1024,20,5,-2.0000
10.6603,-2.0000,Persistent,1024,20,5,-2.0000
11.6603,-2.0000,Persistent,1024,20,5,-2.0000
12.6603,-2.0000,Persistent,1024,20,5,-2.0000
1.1603,-1.3289,Persistent,1024,20,6,-1.4645
2.1603,-1.6979,Persistent,1024,20,6,-1.7707
3.1603,-1.8807,Persistent,1024,20,6,-1.9310
4.1603,-1.9675,Persistent,1024,20,6,-1.9819
5.1603,-1.9959,Persistent,1024,20,6,-1.9954
6.1603,-1.9999,Persistent,1024,20,6,-1.9989
7.1603,-2.0000,Persistent,1024,20,6,-1.9997
8.1603,-2.0000,Persistent,1024,20,6,-1.9999
9.1603,-2.0000,Persistent,1024,20,6,-2.0000
10.1603,-2.0000,Persistent,1024,20,6,-2.0000
11.1603,-2.0000,Persistent,1024,20,6,-2.0000
12.1603,-2.0000,Persistent,1024,20,6,-2.0000
-2.5002,-0.4129,Persistent,4096,2,4,-0.0420
-1.5002,-0.4458,Persistent,4096,2,4,-0.2900
-0.5002,-0.5231,Persistent,4096,2,4,-0.7523
0.4998,-0.7336,Persistent,4096,2,4,-1.2923
1.4998,-1.0669,Persistent,4096,2,4,-1.7268
2.4998,-1.4373,Persistent,4096,2,4,-1.9228
3.4998,-1.7376,Persistent,4096,2,4,-1.9801
4.4998,-1.9061,Persistent,4096,2,4,-1.9950
5.4998,-1.9725,Persistent,4096,2,4,-1.9987
6.4998,-1.9928,Persistent,4096,2,4,-1.9997
7.4998,-1.9981,Persistent,4096,2,4,-1.9999
8.4998,-1.9995,Persistent,4096,2,4,-2.0000
9.4998,-1.9999,Persistent,4096,2,4,-2.0000
10.4998,-2.0000,Persistent,4096,2,4,-2.0000
-2.0002,-0.4296,Persistent,4096,2,5,-0.2102
-1.0002,-0.4993,Persistent,4096,2,5,-0.5626
-0.0002,-0.6529,Persistent,4096,2,5,-1.0146
0.9998,-0.9193,Persistent,4096,2,5,-1.4630
1.9998,-1.2476,Persistent,4096,2,5,-1.7963
2.9998,-1.5642,Persistent,4096,2,5,-1.9427
3.9998,-1.8016,Persistent,4096,2,5,-1.9852
4.9998,-1.9298,Persistent,4096,2,5,-1.9963
5.9998,-1.9795,Persistent,4096,2,5,-1.9991
6.9998,-1.9946,Persistent,4096,2,5,-1.9998
7.9998,-1.9986,Persistent,4096,2,5,-1.9999
8.9998,-1.9997,Persistent,4096,2,5,-2.0000
9.9998,-1.9999,Persistent,4096,2,5,-2.0000
-1.5002,-0.4738,Persistent,4096,2,6,-0.4345
-0.5002,-0.6027,Persistent,4096,2,6,-0.8068
0.4998,-0.8124,Persistent,4096,2,6,-1.2121
1.4998,-1.0918,Persistent,4096,2,6,-1.5811
2.4998,-1.3902,Persistent,4096,2,6,-1.8428
3.4998,-1.6555,Persistent,4096,2,6,-1.9559
4.4998,-1.8455,Persistent,4096,2,6,-1.9887
5.4998,-1.9458,Persistent,4096,2,6,-1.9971
6.4998,-1.9842,Persistent,4096,2,6,-1.9993
7.4998,-1.9959,Persistent,4096,2,6,-1.9998
8.4998,-1.9989,Persistent,4096,2,6,-2.0000
9.4998,-1.9997,Persistent,4096,2,6,-2.0000
-2.2077,-0.2168,Persistent,4096,3,4,-0.0889
-1.2077,-0.4053,Persistent,4096,3,4,-0.4078
-0.2077,-0.6593,Persistent,4096,3,4,-0.9100
0.7923,-1.0230,Persistent,4096,3,4,-1.4388
1.7923,-1.4172,Persistent,4096,3,4,-1.8076
2.7923,-1.7375,Persistent,4096,3,4,-1.9478
3.7923,-1.9217,Persistent,4096,3,4,-1.9867
4.7923,-1.9849,Persistent,4096,3,4,-1.9967
5.7923,-1.9977,Persistent,4096,3,4,-1.9992
6.7923,-1.9997,Persistent,4096,3,4,-1.9998
7.7923,-2.0000,Persistent,4096,3,4,-1.9999
8.7923,-2.0000,Persistent,4096,3,4,-2.0000
9.7923,-2.0000,Persistent,4096,3,4,-2.0000
10.7923,-2.0000,Persistent,4096,3,4,-2.0000
-1.7077,-0.3153,Persistent,4096,3,5,-0.2978
-0.7077,-0.5510,Persistent,4096,3,5,-0.6889
0.2923,-0.8585,Persistent,4096,3,5,-1.1511
1.2923,-1.2176,Persistent,4096,3,5,-1.5774
2.2923,-1.5538,Persistent,4096,3,5,-1.8568
3.2923,-1.8049,Persistent,4096,3,5,-1.9613
4.2923,-1.9427,Persistent,4096,3,5,-1.9901
5.2923,-1.9890,Persistent,4096,3,5,-1.9975
6.2923,-1.9984,Persistent,4096,3,5,-1.9994
7.2923,-1.9998,Persistent,4096,3,5,-1.9998
8.2923,-2.0000,Persistent,4096,3,5,-2.0000
9.2923,-2.0000,Persistent,4096,3,5,-2.0000
10.2923,-2.0000,Persistent,4096,3,5,-2.0000
-1.2077,-0.4471,Persistent,4096,3,6,-0.5361
-0.2077,-0.7275,Persistent,4096,3,6,-0.9250
0.7923,-1.0456,Persistent,4096,3,6,-1.3269
1.7923,-1.3700,Persistent,4096,3,6,-1.6718
2.7923,-1.6503,Persistent,4096,3,6,-1.8896
3.7923,-1.8498,Persistent,4096,3,6,-1.9702
4.7923,-1.9563,Persistent,4096,3,6,-1.9924
5.7923,-1.9917,Persistent,4096,3,6,-1.9981
6.7923,-1.9988,Persistent,4096,3,6,-1.9995
7.7923,-1.9998,Persistent,4096,3,6,-1.9999
8.7923,-2.0000,Persistent,4096,3,6,-2.0000
9.7923,-2.0000,Persistent,4096,3,6,-2.0000
-2.0002,-0.2005,Persistent,4096,4,4,-0.1349
-1.0002,-0.4860,Persistent,4096,4,4,-0.5014
-0.0002,-0.8079,Persistent,4096,4,4,-1.0239
0.9998,-1.1939,Persistent,4096,4,4,-1.5352
1.9998,-1.5590,Persistent,4096,4,4,-1.8517
2.9998,-1.8259,Persistent,4096,4,4,-1.9606
3.9998,-1.9596,Persistent,4096,4,4,-1.9900
4.9998,-1.9952,Persistent,4096,4,4,-1.9975
5.9998,-1.9996,Persistent,4096,4,4,-1.9994
6.9998,-2.0000,Persistent,4096,4,4,-1.9998
7.9998,-2.0000,Persistent,4096,4,4,-2.0000
8.9998,-2.0000,Persistent,4096,4,4,-2.0000
9.9998,-2.0000,Persistent,4096,4,4,-2.0000
10.9998,-2.0000,Persistent,4096,4,4,-2.0000
-1.5002,-0.3446,Persistent,4096,4,5,-0.3683
-0.5002,-0.6603,Persistent,4096,4,5,-0.7825
0.4998,-1.0092,Persistent,4096,4,5,-1.2464
1.4998,-1.3667,Persistent,4096,4,5,-1.6513
2.4998,-1.6674,Persistent,4096,4,5,-1.8897
3.4998,-1.8722,Persistent,4096,4,5,-1.9708
4.4998,-1.9708,Persistent,4096,4,5,-1.9926
