x,bias,model,N,d,width,F_model
0.9311,-1.1617,SRW,1024,14,6,-1.3799
1.9311,-1.5547,SRW,1024,14,6,-1.7114
2.9311,-1.7983,SRW,1024,14,6,-1.9073
3.9311,-1.9517,SRW,1024,14,6,-1.9753
4.9311,-2.0000,SRW,1024,14,6,-1.9937
5.9311,-2.0000,SRW,1024,14,6,-1.9984
6.9311,-2.0000,SRW,1024,14,6,-1.9996
7.9311,-2.0000,SRW,1024,14,6,-1.9999
8.9311,-2.0000,SRW,1024,14,6,-2.0000
9.9311,-2.0000,SRW,1024,14,6,-2.0000
10.9311,-2.0000,SRW,1024,14,6,-2.0000
11.9311,-2.0000,SRW,1024,14,6,-2.0000
-0.0210,-0.7403,SRW,1024,15,4,-1.0124
0.9790,-1.2963,SRW,1024,15,4,-1.5259
1.9790,-1.6865,SRW,1024,15,4,-1.8478
2.9790,-1.9410,SRW,1024,15,4,-1.9595
3.9790,-2.0000,SRW,1024,15,4,-1.9897
4.9790,-2.0000,SRW,1024,15,4,-1.9974
5.9790,-2.0000,SRW,1024,15,4,-1.9994
6.9790,-2.0000,SRW,1024,15,4,-1.9998
7.9790,-2.0000,SRW,1024,15,4,-2.0000
8.9790,-2.0000,SRW,1024,15,4,-2.0000
9.9790,-2.0000,SRW,1024,15,4,-2.0000
10.9790,-2.0000,SRW,1024,15,4,-2.0000
11.9790,-2.0000,SRW,1024,15,4,-2.0000
12.9790,-2.0000,SRW,1024,15,4,-2.0000
0.4790,-1.0069,SRW,1024,15,5,-1.2369
1.4790,-1.4687,SRW,1024,15,5,-1.6443
2.4790,-1.7718,SRW,1024,15,5,-1.8868
3.4790,-1.9579,SRW,1024,15,5,-1.9700
4.4790,-2.0000,SRW,1024,15,5,-1.9924
5.4790,-2.0000,SRW,1024,15,5,-1.9981
6.4790,-2.0000,SRW,1024,15,5,-1.9995
7.4790,-2.0000,SRW,1024,15,5,-1.9999
8.4790,-2.0000,SRW,1024,15,5,-2.0000
9.4790,-2.0000,SRW,1024,15,5,-2.0000
10.4790,-2.0000,SRW,1024,15,5,-2.0000
11.4790,-2.0000,SRW,1024,15,5,-2.0000
12.4790,-2.0000,SRW,1024,15,5,-2.0000
0.9790,-1.2085,SRW,1024,15,6,-1.3979
1.9790,-1.5871,SRW,1024,15,6,-1.7244
2.9790,-1.8268,SRW,1024,15,6,-1.9128
3.9790,-1.9684,SRW,1024,15,6,-1.9769
4.9790,-2.0000,SRW,1024,15,6,-1.9941
5.9790,-2.0000,SRW,1024,15,6,-1.9985
6.9790,-2.0000,SRW,1024,15,6,-1.9996
7.9790,-2.0000,SRW,1024,15,6,-1.9999
8.9790,-2.0000,SRW,1024,15,6,-2.0000
9.9790,-2.0000,SRW,1024,15,6,-2.0000
10.9790,-2.0000,SRW,1024,15,6,-2.0000
11.9790,-2.0000,SRW,1024,15,6,-2.0000
0.0229,-0.7480,SRW,1024,16,4,-1.0365
1.0229,-1.3061,SRW,1024,16,4,-1.5454
2.0229,-1.6904,SRW,1024,16,4,-1.8560
3.0229,-1.9406,SRW,1024,16,4,-1.9619
4.0229,-2.0000,SRW,1024,16,4,-1.9903
5.0229,-2.0000,SRW,1024,16,4,-1.9976
6.0229,-2.0000,SRW,1024,16,4,-1.9994
7.0229,-2.0000,SRW,1024,16,4,-1.9998
8.0229,-2.0000,SRW,1024,16,4,-2.0000
9.0229,-2.0000,SRW,1024,16,4,-2.0000
10.0229,-2.0000,SRW,1024,16,4,-2.0000
11.0229,-2.0000,SRW,1024,16,4,-2.0000
12.0229,-2.0000,SRW,1024,16,4,-2.0000
13.0229,-2.0000,SRW,1024,16,4,-2.0000
0.5229,-1.0135,SRW,1024,16,5,-1.2568
1.5229,-1.4759,SRW,1024,16,5,-1.6591
2.5229,-1.7747,SRW,1024,16,5,-1.8930
3.5229,-1.9576,SRW,1024,16,5,-1.9717
4.5229,-2.0000,SRW,1024,16,5,-1.9928
5.5229,-2.0000,SRW,1024,16,5,-1.9982
6.5229,-2.0000,SRW,1024,16,5,-1.9995
7.5229,-2.0000,SRW,1024,16,5,-1.9999
8.5229,-2.0000,SRW,1024,16,5,-2.0000
9.5229,-2.0000,SRW,1024,16,5,-2.0000
10.5229,-2.0000,SRW,1024,16,5,-2.0000
11.5229,-2.0000,SRW,1024,16,5,-2.0000
12.5229,-2.0000,SRW,1024,16,5,-2.0000
1.0229,-1.2140,SRW,1024,16,6,-1.4143
2.0229,-1.5927,SRW,1024,16,6,-1.7361
3.0229,-1.8289,SRW,1024,16,6,-1.9176
4.0229,-1.9682,SRW,1024,16,6,-1.9782
5.0229,-2.0000,SRW,1024,16,6,-1.9945
6.0229,-2.0000,SRW,1024,16,6,-1.9986
7.0229,-2.0000,SRW,1024,16,6,-1.9997
8.0229,-2.0000,SRW,1024,16,6,-1.9999
9.0229,-2.0000,SRW,1024,16,6,-2.0000
10.0229,-2.0000,SRW,1024,16,6,-2.0000
11.0229,-2.0000,SRW,1024,16,6,-2.0000
12.0229,-2.0000,SRW,1024,16,6,-2.0000
0.0658,-0.7233,SRW,1024,17,4,-1.0600
1.0658,-1.3177,SRW,1024,17,4,-1.5641
2.0658,-1.6994,SRW,1024,17,4,-1.8637
3.0658,-1.9481,SRW,1024,17,4,-1.9640
4.0658,-2.0000,SRW,1024,17,4,-1.9909
5.0658,-2.0000,SRW,1024,17,4,-1.9977
6.0658,-2.0000,SRW,1024,17,4,-1.9994
7.0658,-2.0000,SRW,1024,17,4,-1.9999
8.0658,-2.0000,SRW,1024,17,4,-2.0000
9.0658,-2.0000,SRW,1024,17,4,-2.0000
10.0658,-2.0000,SRW,1024,17,4,-2.0000
11.0658,-2.0000,SRW,1024,17,4,-2.0000
12.0658,-2.0000,SRW,1024,17,4,-2.0000
13.0658,-2.0000,SRW,1024,17,4,-2.0000
0.5658,-0.9988,SRW,1024,17,5,-1.2762
1.5658,-1.4856,SRW,1024,17,5,-1.6734
2.5658,-1.7816,SRW,1024,17,5,-1.8987
3.5658,-1.9629,SRW,1024,17,5,-1.9733
4.5658,-2.0000,SRW,1024,17,5,-1.9932
5.5658,-2.0000,SRW,1024,17,5,-1.9983
6.5658,-2.0000,SRW,1024,17,5,-1.9996
7.5658,-2.0000,SRW,1024,17,5,-1.9999
8.5658,-2.0000,SRW,1024,17,5,-2.0000
9.5658,-2.0000,SRW,1024,17,5,-2.0000
10.5658,-2.0000,SRW,1024,17,5,-2.0000
11.5658,-2.0000,SRW,1024,17,5,-2.0000
12.5658,-2.0000,SRW,1024,17,5,-2.0000
1.0658,-1.2045,SRW,1024,17,6,-1.4301
2.0658,-1.6007,SRW,1024,17,6,-1.7472
3.0658,-1.8343,SRW,1024,17,6,-1.9220
4.0658,-1.9722,SRW,1024,17,6,-1.9795
5.0658,-2.0000,SRW,1024,17,6,-1.9948
6.0658,-2.0000,SRW,1024,17,6,-1.9987
7.0658,-2.0000,SRW,1024,17,6,-1.9997
8.0658,-2.0000,SRW,1024,17,6,-1.9999
9.0658,-2.0000,SRW,1024,17,6,-2.0000
10.0658,-2.0000,SRW,1024,17,6,-2.0000
11.0658,-2.0000,SRW,1024,17,6,-2.0000
12.0658,-2.0000,SRW,1024,17,6,-2.0000
0.1060,-0.7344,SRW,1024,18,4,-1.0820
1.1060,-1.3178,SRW,1024,18,4,-1.5812
2.1060,-1.6972,SRW,1024,18,4,-1.8706
3.1060,-1.9468,SRW,1024,18,4,-1.9659
4.1060,-2.0000,SRW,1024,18,4,-1.9914
5.1060,-2.0000,SRW,1024,18,4,-1.9978
6.1060,-2.0000,SRW,1024,18,4,-1.9995
7.1060,-2.0000,SRW,1024,18,4,-1.9999
8.1060,-2.0000,SRW,1024,18,4,-2.0000
9.1060,-2.0000,SRW,1024,18,4,-2.0000
10.1060,-2.0000,SRW,1024,18,4,-2.0000
11.1060,-2.0000,SRW,1024,18,4,-2.0000
12.1060,-2.0000,SRW,1024,18,4,-2.0000
13.1060,-2.0000,SRW,1024,18,4,-2.0000
0.6060,-1.0063,SRW,1024,18,5,-1.2942
1.6060,-1.4854,SRW,1024,18,5,-1.6864
2.6060,-1.7799,SRW,1024,18,5,-1.9038
3.6060,-1.9620,SRW,1024,18,5,-1.9747
4.6060,-2.0000,SRW,1024,18,5,-1.9936
5.6060,-2.0000,SRW,1024,18,5,-1.9984
6.6060,-2.0000,SRW,1024,18,5,-1.9996
7.6060,-2.0000,SRW,1024,18,5,-1.9999
8.6060,-2.0000,SRW,1024,18,5,-2.0000
9.6060,-2.0000,SRW,1024,18,5,-2.0000
10.6060,-2.0000,SRW,1024,18,5,-2.0000
11.6060,-2.0000,SRW,1024,18,5,-2.0000
12.6060,-2.0000,SRW,1024,18,5,-2.0000
1.1060,-1.2098,SRW,1024,18,6,-1.4448
2.1060,-1.6004,SRW,1024,18,6,-1.7573
3.1060,-1.8331,SRW,1024,18,6,-1.9259
4.1060,-1.9715,SRW,1024,18,6,-1.9806
5.1060,-2.0000,SRW,1024,18,6,-1.9951
6.1060,-2.0000,SRW,1024,18,6,-1.9988
7.1060,-2.0000,SRW,1024,18,6,-1.9997
8.1060,-2.0000,SRW,1024,18,6,-1.9999
9.1060,-2.0000,SRW,1024,18,6,-2.0000
10.1060,-2.0000,SRW,1024,18,6,-2.0000
11.1060,-2.0000,SRW,1024,18,6,-2.0000
12.1060,-2.0000,SRW,1024,18,6,-2.0000
0.1437,-0.7633,SRW,1024,19,4,-1.1025
1.1437,-1.3333,SRW,1024,19,4,-1.5969
2.1437,-1.7069,SRW,1024,19,4,-1.8768
3.1437,-1.9520,SRW,1024,19,4,-1.9676
4.1437,-2.0000,SRW,1024,19,4,-1.9918
5.1437,-2.0000,SRW,1024,19,4,-1.9979
6.1437,-2.0000,SRW,1024,19,4,-1.9995
7.1437,-2.0000,SRW,1024,19,4,-1.9999
8.1437,-2.0000,SRW,1024,19,4,-2.0000
9.1437,-2.0000,SRW,1024,19,4,-2.0000
10.1437,-2.0000,SRW,1024,19,4,-2.0000
11.1437,-2.0000,SRW,1024,19,4,-2.0000
12.1437,-2.0000,SRW,1024,19,4,-2.0000
13.1437,-2.0000,SRW,1024,19,4,-2.0000
0.6437,-1.0299,SRW,1024,19,5,-1.3110
1.6437,-1.4977,SRW,1024,19,5,-1.6983
2.6437,-1.7872,SRW,1024,19,5,-1.9084
3.6437,-1.9657,SRW,1024,19,5,-1.9760
4.6437,-2.0000,SRW,1024,19,5,-1.9939
5.6437,-2.0000,SRW,1024,19,5,-1.9985
6.6437,-2.0000,SRW,1024,19,5,-1.9996
7.6437,-2.0000,SRW,1024,19,5,-1.9999
8.6437,-2.0000,SRW,1024,19,5,-2.0000
9.6437,-2.0000,SRW,1024,19,5,-2.0000
10.6437,-2.0000,SRW,1024,19,5,-2.0000
11.6437,-2.0000,SRW,1024,19,5,-2.0000
12.6437,-2.0000,SRW,1024,19,5,-2.0000
1.1437,-1.2290,SRW,1024,19,6,-1.4585
2.1437,-1.6102,SRW,1024,19,6,-1.7666
3.1437,-1.8387,SRW,1024,19,6,-1.9295
4.1437,-1.9743,SRW,1024,19,6,-1.9815
5.1437,-2.0000,SRW,1024,19,6,-1.9953
6.1437,-2.0000,SRW,1024,19,6,-1.9988
7.1437,-2.0000,SRW,1024,19,6,-1.9997
8.1437,-2.0000,SRW,1024,19,6,-1.9999
9.1437,-2.0000,SRW,1024,19,6,-2.0000
10.1437,-2.0000,SRW,1024,19,6,-2.0000
11.1437,-2.0000,SRW,1024,19,6,-2.0000
12.1437,-2.0000,SRW,1024,19,6,-2.0000
0.1793,-0.8179,SRW,1024,20,4,-1.1219
1.1793,-1.3678,SRW,1024,20,4,-1.6114
2.1793,-1.7349,SRW,1024,20,4,-1.8823
3.1793,-1.9672,SRW,1024,20,4,-1.9692
4.1793,-2.0000,SRW,1024,20,4,-1.9922
5.1793,-2.0000,SRW,1024,20,4,-1.9980
6.1793,-2.0000,SRW,1024,20,4,-1.9995
7.1793,-2.0000,SRW,1024,20,4,-1.9999
8.1793,-2.0000,SRW,1024,20,4,-2.0000
9.1793,-2.0000,SRW,1024,20,4,-2.0000
10.1793,-2.0000,SRW,1024,20,4,-2.0000
11.1793,-2.0000,SRW,1024,20,4,-2.0000
12.1793,-2.0000,SRW,1024,20,4,-2.0000
13.1793,-2.0000,SRW,1024,20,4,-2.0000
0.6793,-1.0768,SRW,1024,20,5,-1.3267
1.6793,-1.5260,SRW,1024,20,5,-1.7093
2.6793,-1.8083,SRW,1024,20,5,-1.9125
3.6793,-1.9766,SRW,1024,20,5,-1.9771
4.6793,-2.0000,SRW,1024,20,5,-1.9942
5.6793,-2.0000,SRW,1024,20,5,-1.9986
6.6793,-2.0000,SRW,1024,20,5,-1.9996
7.6793,-2.0000,SRW,1024,20,5,-1.9999
8.6793,-2.0000,SRW,1024,20,5,-2.0000
9.6793,-2.0000,SRW,1024,20,5,-2.0000
10.6793,-2.0000,SRW,1024,20,5,-2.0000
11.6793,-2.0000,SRW,1024,20,5,-2.0000
12.6793,-2.0000,SRW,1024,20,5,-2.0000
1.1793,-1.2682,SRW,1024,20,6,-1.4713
2.1793,-1.6333,SRW,1024,20,6,-1.7752
3.1793,-1.8551,SRW,1024,20,6,-1.9327
4.1793,-1.9824,SRW,1024,20,6,-1.9824
5.1793,-2.0000,SRW,1024,20,6,-1.9956
6.1793,-2.0000,SRW,1024,20,6,-1.9989
7.1793,-2.0000,SRW,1024,20,6,-1.9997
8.1793,-2.0000,SRW,1024,20,6,-1.9999
9.1793,-2.0000,SRW,1024,20,6,-2.0000
10.1793,-2.0000,SRW,1024,20,6,-2.0000
11.1793,-2.0000,SRW,1024,20,6,-2.0000
12.1793,-2.0000,SRW,1024,20,6,-2.0000
-1.6792,-0.4333,SRW,4096,2,4,-0.2274
-0.6792,-0.4264,SRW,4096,2,4,-0.6590
0.3208,-0.6088,SRW,4096,2,4,-1.1981
1.3208,-1.0134,SRW,4096,2,4,-1.6658
2.3208,-1.4865,SRW,4096,2,4,-1.9022
3.3208,-1.8645,SRW,4096,2,4,-1.9746
4.3208,-1.9963,SRW,4096,2,4,-1.9936
5.3208,-2.0000,SRW,4096,2,4,-1.9984
6.3208,-2.0000,SRW,4096,2,4,-1.9996
7.3208,-2.0000,SRW,4096,2,4,-1.9999
8.3208,-2.0000,SRW,4096,2,4,-2.0000
9.3208,-2.0000,SRW,4096,2,4,-2.0000
10.3208,-2.0000,SRW,4096,2,4,-2.0000
11.3208,-2.0000,SRW,4096,2,4,-2.0000
-1.1792,-0.4312,SRW,4096,2,5,-0.4895
-0.1792,-0.5584,SRW,4096,2,5,-0.9309
0.8208,-0.8582,SRW,4096,2,5,-1.3882
1.8208,-1.2435,SRW,4096,2,5,-1.7504
2.8208,-1.6231,SRW,4096,2,5,-1.9273
3.8208,-1.9030,SRW,4096,2,5,-1.9812
4.8208,-1.9973,SRW,4096,2,5,-1.9952
5.8208,-2.0000,SRW,4096,2,5,-1.9988
6.8208,-2.0000,SRW,4096,2,5,-1.9997
7.8208,-2.0000,SRW,4096,2,5,-1.9999
8.8208,-2.0000,SRW,4096,2,5,-2.0000
9.8208,-2.0000,SRW,4096,2,5,-2.0000
10.8208,-2.0000,SRW,4096,2,5,-2.0000
-0.6792,-0.5290,SRW,4096,2,6,-0.7358
0.3208,-0.7580,SRW,4096,2,6,-1.1403
1.3208,-1.0695,SRW,4096,2,6,-1.5210
2.3208,-1.4067,SRW,4096,2,6,-1.8072
3.3208,-1.7123,SRW,4096,2,6,-1.9441
4.3208,-1.9271,SRW,4096,2,6,-1.9855
5.3208,-1.9980,SRW,4096,2,6,-1.9963
6.3208,-2.0000,SRW,4096,2,6,-1.9991
7.3208,-2.0000,SRW,4096,2,6,-1.9998
8.3208,-2.0000,SRW,4096,2,6,-1.9999
9.3208,-2.0000,SRW,4096,2,6,-2.0000
10.3208,-2.0000,SRW,4096,2,6,-2.0000
-1.9188,-0.2034,SRW,4096,3,4,-0.1559
-0.9188,-0.3364,SRW,4096,3,4,-0.5400
0.0812,-0.6703,SRW,4096,3,4,-1.0684
1.0812,-1.1509,SRW,4096,3,4,-1.5706
2.0812,-1.6179,SRW,4096,3,4,-1.8663
3.0812,-1.9280,SRW,4096,3,4,-1.9648
4.0812,-2.0000,SRW,4096,3,4,-1.9911
5.0812,-2.0000,SRW,4096,3,4,-1.9978
6.0812,-2.0000,SRW,4096,3,4,-1.9994
7.0812,-2.0000,SRW,4096,3,4,-1.9999
8.0812,-2.0000,SRW,4096,3,4,-2.0000
9.0812,-2.0000,SRW,4096,3,4,-2.0000
10.0812,-2.0000,SRW,4096,3,4,-2.0000
11.0812,-2.0000,SRW,4096,3,4,-2.0000
-1.4188,-0.2779,SRW,4096,3,5,-0.3977
-0.4188,-0.5470,SRW,4096,3,5,-0.8198
0.5812,-0.9370,SRW,4096,3,5,-1.2831
1.5812,-1.3585,SRW,4096,3,5,-1.6783
2.5812,-1.7219,SRW,4096,3,5,-1.9006
3.5812,-1.9486,SRW,4096,3,5,-1.9738
4.5812,-2.0000,SRW,4096,3,5,-1.9934
5.5812,-2.0000,SRW,4096,3,5,-1.9983
6.5812,-2.0000,SRW,4096,3,5,-1.9996
7.5812,-2.0000,SRW,4096,3,5,-1.9999
8.5812,-2.0000,SRW,4096,3,5,-2.0000
9.5812,-2.0000,SRW,4096,3,5,-2.0000
10.5812,-2.0000,SRW,4096,3,5,-2.0000
-0.9188,-0.4505,SRW,4096,3,6,-0.6431
0.0812,-0.7779,SRW,4096,3,6,-1.0429
1.0812,-1.1462,SRW,4096,3,6,-1.4357
2.0812,-1.5014,SRW,4096,3,6,-1.7511
3.0812,-1.7889,SRW,4096,3,6,-1.9235
4.0812,-1.9614,SRW,4096,3,6,-1.9799
5.0812,-2.0000,SRW,4096,3,6,-1.9949
6.0812,-2.0000,SRW,4096,3,6,-1.9987
7.0812,-2.0000,SRW,4096,3,6,-1.9997
8.0812,-2.0000,SRW,4096,3,6,-1.9999
9.0812,-2.0000,SRW,4096,3,6,-2.0000
10.0812,-2.0000,SRW,4096,3,6,-2.0000
-1.8447,-0.1648,SRW,4096,4,4,-0.1765
-0.8447,-0.4016,SRW,4096,4,4,-0.5760
0.1553,-0.7902,SRW,4096,4,4,-1.1089
1.1553,-1.2704,SRW,4096,4,4,-1.6016
2.1553,-1.6998,SRW,4096,4,4,-1.8785
3.1553,-1.9629,SRW,4096,4,4,-1.9681
4.1553,-2.0000,SRW,4096,4,4,-1.9919
5.1553,-2.0000,SRW,4096,4,4,-1.9980
6.1553,-2.0000,SRW,4096,4,4,-1.9995
7.1553,-2.0000,SRW,4096,4,4,-1.9999
8.1553,-2.0000,SRW,4096,4,4,-2.0000
9.1553,-2.0000,SRW,4096,4,4,-2.0000
10.1553,-2.0000,SRW,4096,4,4,-2.0000
11.1553,-2.0000,SRW,4096,4,4,-2.0000
-1.3447,-0.2821,SRW,4096,4,5,-0.4253
-0.3447,-0.6365,SRW,4096,4,5,-0.8540
0.6553,-1.0456,SRW,4096,4,5,-1.3161
1.6553,-1.4535,SRW,4096,4,5,-1.7018
2.6553,-1.7829,SRW,4096,4,5,-1.9097
3.6553,-1.9735,SRW,4096,4,5,-1.9764
4.6553,-2.0000,SRW,4096,4,5,-1.9940
5.6553,-2.0000,SRW,4096,4,5,-1.9985
6.6553,-2.0000,SRW,4096,4,5,-1.9996
7.6553,-2.0000,SRW,4096,4,5,-1.9999
8.6553,-2.0000,SRW,4096,4,5,-2.0000
9.6553,-2.0000,SRW,4096,4,5,-2.0000
10.6553,-2.0000,SRW,4096,4,5,-2.0000
-0.8447,-0.4881,SRW,4096,4,6,-0.6714
0.1553,-0.8665,SRW,4096,4,6,-1.0731
1.1553,-1.2391,SRW,4096,4,6,-1.4627
2.1553,-1.5774,SRW,4096,4,6,-1.7694
3.1553,-1.8359,SRW,4096,4,6,-1.9305
4.1553,-1.9801,SRW,4096,4,6,-1.9818
5.1553,-2.0000,SRW,4096,4,6,-1.9954
6.1553,-2.0000,SRW,4096,4,6,-1.9988
7.1553,-2.0000,SRW,4096,4,6,-1.9997
8.1553,-2.0000,SRW,4096,4,6,-1.9999
9.1553,-2.0000,SRW,4096,4,6,-2.0000
10.1553,-2.0000,SRW,4096,4,6,-2.0000
-1.7347,-0.1405,SRW,4096,5,4,-0.2096
-0.7347,-0.4958,SRW,4096,5,4,-0.6308
0.2653,-0.9376,SRW,4096,5,4,-1.1684
1.2653,-1.3988,SRW,4096,5,4,-1.6451
2.2653,-1.7776,SRW,4096,5,4,-1.8948
3.2653,-1.9838,SRW,4096,5,4,-1.9726
4.2653,-2.0000,SRW,4096,5,4,-1.9931
5.2653,-2.0000,SRW,4096,5,4,-1.9983
6.2653,-2.0000,SRW,4096,5,4,-1.9996
7.2653,-2.0000,SRW,4096,5,4,-1.9999
8.2653,-2.0000,SRW,4096,5,4,-2.0000
9.2653,-2.0000,SRW,4096,5,4,-2.0000
10.2653,-2.0000,SRW,4096,5,4,-2.0000
11.2653,-2.0000,SRW,4096,5,4,-2.0000
-1.2347,-0.3118,SRW,4096,5,5,-0.4676
-0.2347,-0.7457,SRW,4096,5,5,-0.9051
0.7653,-1.1717,SRW,4096,5,5,-1.3643
1.7653,-1.5529,SRW,4096,5,5,-1.7347
2.7653,-1.8400,SRW,4096,5,5,-1.9218
3.7653,-1.9884,SRW,4096,5,5,-1.9797
4.7653,-2.0000,SRW,4096,5,5,-1.9949
5.7653,-2.0000,SRW,4096,5,5,-1.9987
6.7653,-2.0000,SRW,4096,5,5,-1.9997
7.7653,-2.0000,SRW,4096,5,5,-1.9999
8.7653,-2.0000,SRW,4096,5,5,-2.0000
9.7653,-2.0000,SRW,4096,5,5,-2.0000
10.7653,-2.0000,SRW,4096,5,5,-2.0000
-0.7347,-0.5451,SRW,4096,5,6,-0.7141
0.2653,-0.9693,SRW,4096,5,6,-1.1178
1.2653,-1.3441,SRW,4096,5,6,-1.5017
2.2653,-1.6559,SRW,4096,5,6,-1.7950
3.2653,-1.8794,SRW,4096,5,6,-1.9398
4.2653,-1.9913,SRW,4096,5,6,-1.9844
5.2653,-2.0000,SRW,4096,5,6,-1.9961
6.2653,-2.0000,SRW,4096,5,6,-1.9990
7.2653,-2.0000,SRW,4096,5,6,-1.9998
8.2653,-2.0000,SRW,4096,5,6,-1.9999
9.2653,-2.0000,SRW,4096,5,6,-2.0000
10.2653,-2.0000,SRW,4096,5,6,-2.0000
-1.6273,-0.2112,SRW,4096,6,4,-0.2447
-0.6273,-0.5572,SRW,4096,6,4,-0.6857
0.3727,-0.9858,SRW,4096,6,4,-1.2256
1.3727,-1.4297,SRW,4096,6,4,-1.6844
2.3727,-1.7928,SRW,4096,6,4,-1.9086
3.3727,-1.9892,SRW,4096,6,4,-1.9763
4.3727,-2.0000,SRW,4096,6,4,-1.9940
5.3727,-2.0000,SRW,4096,6,4,-1.9985
6.3727,-2.0000,SRW,4096,6,4,-1.9996
7.3727,-2.0000,SRW,4096,6,4,-1.9999
8.3727,-2.0000,SRW,4096,6,4,-2.0000
9.3727,-2.0000,SRW,4096,6,4,-2.0000
10.3727,-2.0000,SRW,4096,6,4,-2.0000
11.3727,-2.0000,SRW,4096,6,4,-2.0000
-1.1273,-0.3766,SRW,4096,6,5,-0.5103
-0.1273,-0.8000,SRW,4096,6,5,-0.9551
0.8727,-1.2109,SRW,4096,6,5,-1.4102
1.8727,-1.5767,SRW,4096,6,5,-1.7644
2.8727,-1.8512,SRW,4096,6,5,-1.9321
3.8727,-1.9923,SRW,4096,6,5,-1.9824
4.8727,-2.0000,SRW,4096,6,5,-1.9956
5.8727,-2.0000,SRW,4096,6,5,-1.9989
6.8727,-2.0000,SRW,4096,6,5,-1.9997
7.8727,-2.0000,SRW,4096,6,5,-1.9999
8.8727,-2.0000,SRW,4096,6,5,-2.0000
9.8727,-2.0000,SRW,4096,6,5,-2.0000
10.8727,-2.0000,SRW,4096,6,5,-2.0000
-0.6273,-0.6038,SRW,4096,6,6,-0.7562
0.3727,-1.0153,SRW,4096,6,6,-1.1612
1.3727,-1.3758,SRW,4096,6,6,-1.5387
2.3727,-1.6746,SRW,4096,6,6,-1.8181
3.3727,-1.8881,SRW,4096,6,6,-1.9477
4.3727,-1.9942,SRW,4096,6,6,-1.9865
5.3727,-2.0000,SRW,4096,6,6,-1.9966
6.3727,-2.0000,SRW,4096,6,6,-1.9991
7.3727,-2.0000,SRW,4096,6,6,-1.9998
8.3727,-2.0000,SRW,4096,6,6,-1.9999
9.3727,-2.0000,SRW,4096,6,6,-2.0000
10.3727,-2.0000,SRW,4096,6,6,-2.0000
-1.5312,-0.2561,SRW,4096,7,4,-0.2786
-0.5312,-0.6787,SRW,4096,7,4,-0.7359
0.4688,-1.1073,SRW,4096,7,4,-1.2762
1.4688,-1.5261,SRW,4096,7,4,-1.7169
2.4688,-1.8478,SRW,4096,7,4,-1.9195
3.4688,-1.9954,SRW,4096,7,4,-1.9793
4.4688,-2.0000,SRW,4096,7,4,-1.9948
5.4688,-2.0000,SRW,4096,7,4,-1.9987
6.4688,-2.0000,SRW,4096,7,4,-1.9997
7.4688,-2.0000,SRW,4096,7,4,-1.9999
8.4688,-2.0000,SRW,4096,7,4,-2.0000
9.4688,-2.0000,SRW,4096,7,4,-2.0000
10.4688,-2.0000,SRW,4096,7,4,-2.0000
11.4688,-2.0000,SRW,4096,7,4,-2.0000
-1.0312,-0.4547,SRW,4096,7,5,-0.5497
-0.0312,-0.9161,SRW,4096,7,5,-1.0001
0.9688,-1.3114,SRW,4096,7,5,-1.4503
1.9688,-1.6501,SRW,4096,7,5,-1.7888
2.9688,-1.8909,SRW,4096,7,5,-1.9402
3.9688,-1.9967,SRW,4096,7,5,-1.9846
4.9688,-2.0000,SRW,4096,7,5,-1.9961
5.9688,-2.0000,SRW,4096,7,5,-1.9990
6.9688,-2.0000,SRW,4096,7,5,-1.9998
7.9688,-2.0000,SRW,4096,7,5,-1.9999
8.9688,-2.0000,SRW,4096,7,5,-2.0000
9.9688,-2.0000,SRW,4096,7,5,-2.0000
10.9688,-2.0000,SRW,4096,7,5,-2.0000
-0.5312,-0.6888,SRW,4096,7,6,-0.7944
0.4688,-1.1170,SRW,4096,7,6,-1.1997
1.4688,-1.4581,SRW,4096,7,6,-1.5709
2.4688,-1.7319,SRW,4096,7,6,-1.8370
3.4688,-1.9180,SRW,4096,7,6,-1.9540
4.4688,-1.9975,SRW,4096,7,6,-1.9882
5.4688,-2.0000,SRW,4096,7,6,-1.9970
6.4688,-2.0000,SRW,4096,7,6,-1.9993
7.4688,-2.0000,SRW,4096,7,6,-1.9998
8.4688,-2.0000,SRW,4096,7,6,-2.0000
9.4688,-2.0000,SRW,4096,7,6,-2.0000
10.4688,-2.0000,SRW,4096,7,6,-2.0000
-1.4456,-0.2532,SRW,4096,8,4,-0.3106
-0.4456,-0.6886,SRW,4096,8,4,-0.7813
0.5544,-1.1167,SRW,4096,8,4,-1.3204
1.5544,-1.5280,SRW,4096,8,4,-1.7437
2.5544,-1.8475,SRW,4096,8,4,-1.9282
3.5544,-1.9973,SRW,4096,8,4,-1.9816
4.5544,-2.0000,SRW,4096,8,4,-1.9954
5.5544,-2.0000,SRW,4096,8,4,-1.9988
6.5544,-2.0000,SRW,4096,8,4,-1.9997
7.5544,-2.0000,SRW,4096,8,4,-1.9999
8.5544,-2.0000,SRW,4096,8,4,-2.0000
9.5544,-2.0000,SRW,4096,8,4,-2.0000
10.5544,-2.0000,SRW,4096,8,4,-2.0000
11.5544,-2.0000,SRW,4096,8,4,-2.0000
-0.9456,-0.4533,SRW,4096,8,5,-0.5855
0.0544,-0.9245,SRW,4096,8,5,-1.0402
1.0544,-1.3186,SRW,4096,8,5,-1.4851
2.0544,-1.6517,SRW,4096,8,5,-1.8089
